Project Code,PQ #,PO / SO #,ASN/DN #,Country,Managed By,Fulfill Via,Vendor INCO Term,Shipment Mode,Scheduled Delivery Date,Delivered to Client Date,Delivery Recorded Date,Product Group,Sub Classification,Vendor,Item Description,Molecule/Test Type,Brand,Dosage,Dosage Form,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Pack Price,Unit Price,Manufacturing Site,First Line Designation,Line Item Insurance (USD),YEAR,MONTH,QUARTER,DAY
109-TZ-T30,FPQ-5900,SCMS-76980,ASN-7444,Tanzania,PMO - US,Direct Drop,EXW,Air,2010-08-07,9-Aug-10,9-Aug-10,ARV,Adult,Aurobindo Pharma Limited,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,28663,74523.8,2.6,0.04,"Aurobindo Unit III, India",Yes,160.67,2010,8,3,7
111-MZ-T30,FPQ-13134,SCMS-215580,ASN-24545,Mozambique,PMO - US,Direct Drop,FCA,Air,2014-03-07,7-Mar-14,15-Mar-14,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Ritonavir 100mg [Norvir], film coated tablets, 60 Tabs",Ritonavir,Norvir,100mg,Tablet,60,120,822.0,6.85,0.11,ABBVIE Ludwigshafen Germany,Yes,0.85,2014,3,1,7
104-CI-T30,FPQ-9394,SCMS-141410,ASN-15046,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,2012-06-05,5-Jun-12,5-Jun-12,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","HIV 1/2, Stat-Pak HIV, Kit, 20 Tests","HIV 1/2, Stat-Pak HIV, Kit",Stat-Pak,300mg,Test kit,20,2371,68759.0,29.0,1.45,Chembio Diagnostics Sys. Inc.,Yes,96.4,2012,6,2,5
110-ZM-T30,FPQ-14130,SCMS-239730,ASN-30244,Zambia,PMO - US,Direct Drop,EXW,Air,2015-05-05,12-May-15,14-May-15,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,300mg,Test kit,100,2863,229040.0,80.0,0.8,"Alere Medical Co., Ltd.",Yes,235.45,2015,5,2,5
104-CI-T30,FPQ-4530,SCMS-57730,ASN-6229,Côte d'Ivoire,PMO - US,Direct Drop,FCA,Air,2010-03-05,5-Mar-10,5-Mar-10,ARV,Adult,Hoffmann-La Roche ltd Basel,"Saquinavir 500mg [Invirase], tablets, 120 Tabs",Saquinavir,Invirase,500mg,Tablet,120,1500,149780.99,99.85,0.83,Roche Basel,Yes,322.93,2010,3,1,5
108-VN-T30,FPQ-12187,SCMS-188500,ASN-21817,Vietnam,PMO - US,Direct Drop,EXW,Air,2013-10-23,23-Oct-13,24-Oct-13,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,84000,965160.0,11.49,0.38,Mylan (formerly Matrix) Nashik,Yes,1193.9,2013,10,4,23
109-TZ-T30,FPQ-12197,SCMS-189360,ASN-21230,Tanzania,PMO - US,Direct Drop,EXW,Air,2013-09-17,13-Sep-13,13-Sep-13,HRDT,HIV test,"Standard Diagnostics, Inc.","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,300mg,Test kit,100,3053,0.0,0.0,0.0,"Alere Medical Co., Ltd.",Yes,0.0,2013,9,3,17
110-PK-T30,FPQ-9019,SCMS-132510,ASN-13948,Pakistan,PMO - US,Direct Drop,EXW,Air,2012-06-29,29-Jun-12,29-Jun-12,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,300mg,Test kit,100,2352,188160.0,80.0,0.8,"Alere Medical Co., Ltd.",Yes,263.8,2012,6,2,29
106-HT-T30,FPQ-12538,SCMS-198140,ASN-21069,Haiti,PMO - US,Direct Drop,EXW,Air,2013-08-30,30-Aug-13,30-Aug-13,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Atazanavir/Ritonavir 300/100mg, tablets, 30 Tabs",Atazanavir/Ritonavir,Generic,300/100mg,Tablet,30,5000,100000.0,20.0,0.67,Mylan (formerly Matrix) Nashik,Yes,123.7,2013,8,3,30
107-RW-T30,FPQ-3859,SCMS-49090,ASN-7249,Rwanda,PMO - US,Direct Drop,CIP,Air,2010-07-01,1-Jul-10,1-Jul-10,ARV,Adult,HETERO LABS LIMITED,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,66825,206489.25,3.09,0.05,Hetero Unit III Hyderabad IN,Yes,404.72,2010,7,3,1
152-HT-T30,FPQ-7458,SCMS-106770,ASN-11664,Haiti,PMO - US,Direct Drop,DDU,Air,2011-07-25,25-Jul-11,25-Jul-11,HRDT,HIV test,REINBOLD EXPORT IMPORT,"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,300mg,Test kit,100,27,3375.0,125.0,1.25,Inverness Japan,Yes,5.57,2011,7,3,25
108-VN-T30,FPQ-4265,SCMS-56300,ASN-6250,Vietnam,PMO - US,Direct Drop,EXW,Air,2010-03-20,20-Mar-10,20-Mar-10,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,336,2520.0,7.5,0.12,Mylan (formerly Matrix) Nashik,Yes,4.94,2010,3,1,20
161-ZA-T30,FPQ-6708,SCMS-93550,ASN-10573,South Africa,PMO - US,Direct Drop,DDP,Ocean,2011-06-13,13-Jun-11,13-Jun-11,ARV,Adult,Aurobindo Pharma Limited,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,43280,287812.0,6.65,0.22,"Aurobindo Unit III, India",Yes,474.89,2011,6,2,13
101-CD-T30,FPQ-13548,SCMS-224840,ASN-24721,"Congo, DRC",PMO - US,Direct Drop,EXW,Air,2014-04-04,4-Apr-14,28-Apr-14,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,300mg,Test kit,20,27,864.0,32.0,1.6,"Trinity Biotech, Plc",No,0.89,2014,4,2,4
110-ZM-T30,FPQ-7439,SCMS-106740,ASN-11398,Zambia,PMO - US,Direct Drop,EXW,Air,2011-07-22,22-Jul-11,22-Jul-11,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,300mg,Test kit,100,2751,220080.0,80.0,0.8,Inverness Japan,Yes,363.13,2011,7,3,22
109-TZ-T30,FPQ-6795,SCMS-103290,ASN-10811,Tanzania,PMO - US,Direct Drop,FCA,Air,2011-06-27,27-Jun-11,27-Jun-11,ARV,Adult,LAWRENCE LABORATORIES (SUBSIDIARY OF BRISTOL MYERS SQUIBB),"Didanosine EC 250mg [Videx EC], delayed-release capsules, Blister 3 x 10 Caps",Didanosine EC,Videx EC,250mg,Delayed-release capsules - blister,30,2098,38477.32,18.34,0.61,Bristol-Myers Squibb Anagni IT,Yes,63.49,2011,6,2,27
116-ZA-T30,FPQ-5535,SCMS-71370,ASN-7373,South Africa,PMO - US,Direct Drop,DDP,Truck,2010-05-31,31-May-10,31-May-10,ARV,Pediatric,S. BUYS WHOLESALER,"Efavirenz 50mg, capsule, 30 Caps",Efavirenz,Generic,50mg,Capsule,30,300,1046.28,3.49,0.12,"Aurobindo Unit III, India",Yes,2.26,2010,5,2,31
107-RW-T30,FPQ-12518,SCMS-198222,ASN-24720,Rwanda,PMO - US,Direct Drop,EXW,Air,2014-03-27,27-Mar-14,27-Mar-14,HRDT,HIV test,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)","HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests","HIV 1/2, Colloidal Gold, Diagnostic Kit, Antibody",Colloidal Gold,300mg,Test kit,1,2072,50764.0,24.5,24.5,"KHB Test Kit Facility, Shanghai China",Yes,62.8,2014,3,1,27
116-ZA-T30,FPQ-14942,SCMS-259075,ASN-32138,South Africa,PMO - US,Direct Drop,DDP,Truck,2015-05-12,12-May-15,12-May-15,ARV,Adult,PHARMACY DIRECT,"Saquinavir 200mg [Invirase], capsules, 270 Caps",Saquinavir,Invirase,200mg,Capsule,270,3,166.54,55.51,0.21,Roche Madrid,Yes,0.17,2015,5,2,12
111-MZ-T30,FPQ-4740,SCMS-62340,ASN-7341,Mozambique,PMO - US,Direct Drop,CIP,Air,2010-06-23,23-Jun-10,23-Jun-10,ARV,Adult,INTERNATIONAL HEALTHCARE DISTRIBUTORS,"Ritonavir 100mg [Norvir], capsules, cool, 84 Caps",Ritonavir,Norvir,100mg,Capsule,84,320,3312.0,10.35,0.12,ABBVIE (Abbott) Logis. UK,Yes,7.14,2010,6,2,23
104-CI-T30,FPQ-12714,SCMS-204990,ASN-22828,Côte d'Ivoire,PMO - US,Direct Drop,FCA,Air,2013-11-29,29-Nov-13,2-Dec-13,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",Lopinavir/Ritonavir,Generic,100/25mg,Tablet,60,7850,46629.0,5.94,0.1,ABBVIE Ludwigshafen Germany,Yes,57.68,2013,11,4,29
108-VN-T30,FPQ-12051,SCMS-188700,ASN-21668,Vietnam,PMO - US,Direct Drop,EXW,Air,2013-09-25,25-Sep-13,25-Sep-13,ARV,Adult,HETERO LABS LIMITED,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,300mg,Tablet,60,771,9444.75,12.25,0.2,Hetero Unit III Hyderabad IN,Yes,11.68,2013,9,3,25
109-TZ-T30,FPQ-13945,SCMS-235370,ASN-26443,Tanzania,PMO - US,Direct Drop,EXW,Air,2014-08-08,8-Aug-14,29-Sep-14,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,300mg,Test kit,20,336,10752.0,32.0,1.6,"Trinity Biotech, Plc",Yes,11.05,2014,8,3,8
111-MZ-T30,FPQ-10880,SCMS-164000,ASN-18533,Mozambique,PMO - US,Direct Drop,EXW,Air,2013-03-20,20-Mar-13,20-Mar-13,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,300mg,Test kit,100,1832,146560.0,80.0,0.8,"Alere Medical Co., Ltd.",Yes,181.29,2013,3,1,20
161-ZA-T30,FPQ-6262,SCMS-83770,ASN-9941,South Africa,PMO - US,Direct Drop,DDP,Ocean,2011-04-26,26-Apr-11,26-Apr-11,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,152535,361507.95,2.37,0.04,"Aurobindo Unit III, India",Yes,779.41,2011,4,2,26
116-ZA-T30,FPQ-14942,SCMS-259078,ASN-33470,South Africa,PMO - US,Direct Drop,DDP,Truck,2015-07-24,24-Jul-15,24-Jul-15,ARV,Adult,PHARMACY DIRECT,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,200/300mg,Tablet - FDC,30,12,281.25,23.44,0.78,"Aurobindo Unit III, India",Yes,0.29,2015,7,3,24
108-VN-T30,FPQ-6384,SCMS-87770,ASN-9407,Vietnam,PMO - US,Direct Drop,EXW,Air,2011-02-09,9-Feb-11,9-Feb-11,ARV,Adult,HETERO LABS LIMITED,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,19760,94848.0,4.8,0.08,Hetero Unit III Hyderabad IN,Yes,204.49,2011,2,1,9
102-ML-T30,FPQ-10104,SCMS-153770,ASN-15931,Mali,PMO - US,Direct Drop,EXW,Air,2012-09-11,11-Sep-12,11-Sep-12,HRDT,HIV test,Orasure Technologies Inc.,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests","HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit",OraQuick,300mg,Test kit,100,5,2000.0,400.0,4.0,"Pacific Biotech, Thailand",Yes,2.8,2012,9,3,11
105-GY-T30,FPQ-15696,SCMS-276200,ASN-31730,Guyana,PMO - US,Direct Drop,EXW,Air,2015-06-16,16-Jun-15,24-Jun-15,ARV,Adult,HETERO LABS LIMITED,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,200/300mg,Tablet - FDC,30,3715,20766.85,5.59,0.19,Hetero Unit III Hyderabad IN,Yes,24.44,2015,6,2,16
116-ZA-T30,FPQ-12522,SCMS-199283,ASN-27978,South Africa,PMO - US,Direct Drop,DDP,Truck,2014-08-27,27-Aug-14,27-Aug-14,ARV,Adult,S. BUYS WHOLESALER,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,46,1517.44,32.99,0.55,Hetero Unit III Hyderabad IN,No,1.88,2014,8,3,27
110-ZM-T30,FPQ-14790,SCMS-253021,ASN-31639,Zambia,PMO - US,Direct Drop,FCA,Air,2015-06-09,9-Jun-15,9-Jun-15,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Lopinavir/Ritonavir,Kaletra,80/20mg/ml,Oral solution,300,2266,69838.12,30.82,0.1,ABBVIE (Abbott) Logis. UK,Yes,71.79,2015,6,2,9
106-HT-T30,FPQ-11286,SCMS-176290,ASN-19068,Haiti,PMO - US,Direct Drop,FCA,Air,2013-06-04,4-Jun-13,4-Jun-13,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Lopinavir/Ritonavir,Kaletra,80/20mg/ml,Oral solution,300,100,3082.0,30.82,0.1,ABBVIE (Abbott) Logis. UK,Yes,3.81,2013,6,2,4
111-MZ-T30,FPQ-8116,SCMS-118360,ASN-12610,Mozambique,PMO - US,Direct Drop,EXW,Air,2011-12-12,12-Dec-11,12-Dec-11,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,300mg,Test kit,100,7412,575912.4,77.7,0.78,Inverness Japan,Yes,950.26,2011,12,4,12
133-NG-T30,FPQ-14305,SCMS-240830,ASN-27476,Nigeria,PMO - US,Direct Drop,EXW,Air,2014-08-19,2-Sep-14,17-Sep-14,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,300mg,Test kit,100,4987,443843.0,89.0,0.89,"Alere Medical Co., Ltd.",Yes,456.27,2014,8,3,19
102-SD-T30,FPQ-7321,SCMS-107790,ASN-11120,Sudan,PMO - US,Direct Drop,EXW,Air,2011-07-01,1-Jul-11,1-Jul-11,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,300mg,Test kit,100,378,33642.0,89.0,0.89,Inverness Japan,Yes,55.51,2011,7,3,1
116-ZA-T30,FPQ-14942,SCMS-259075,ASN-32138,South Africa,PMO - US,Direct Drop,DDP,Truck,2015-05-12,12-May-15,12-May-15,ARV,Adult,PHARMACY DIRECT,"Didanosine 400mg, delayed-release capsules, 30 Caps",Didanosine,Generic,400mg,Delayed-release capsules,30,3,42.65,14.22,0.47,"Aurobindo Unit III, India",No,0.04,2015,5,2,12
108-VN-T30,FPQ-4720,SCMS-62490,ASN-6190,Vietnam,PMO - US,Direct Drop,EXW,Air,2010-03-15,15-Mar-10,15-Mar-10,ARV,Adult,CIPLA LIMITED,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,19920,114340.8,5.74,0.1,"Cipla, Goa, India",Yes,246.52,2010,3,1,15
116-ZA-T30,FPQ-12522,SCMS-199287,ASN-27750,South Africa,PMO - US,Direct Drop,DDP,Truck,2014-08-13,13-Aug-14,13-Aug-14,ARV,Pediatric,S. BUYS WHOLESALER,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Lopinavir/Ritonavir,Kaletra,80/20mg/ml,Oral solution,300,2,46.9,23.45,0.08,ABBVIE (Abbott) Logis. UK,Yes,0.06,2014,8,3,13
116-ZA-T30,FPQ-4054,SCMS-51251,ASN-5341,South Africa,PMO - US,Direct Drop,DDP,Truck,2009-10-07,7-Oct-09,7-Oct-09,ARV,Pediatric,S. BUYS WHOLESALER,"Stavudine 1mg/ml, powder for oral solution, 200 ml",Stavudine,Generic,1mg/ml,Oral solution,200,500,1303.53,2.61,0.01,"Aurobindo Unit III, India",Yes,2.55,2009,10,4,7
901-NA-T30,FPQ-14689,SCMS-253440,ASN-29097,Namibia,PMO - US,Direct Drop,EXW,Air,2014-11-19,19-Nov-14,19-Nov-14,ARV,Adult,HETERO LABS LIMITED,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,26663,176242.43,6.61,0.11,"Hetero, Jadcherla, unit 5, IN",Yes,181.18,2014,11,4,19
116-ZA-T30,FPQ-12522,SCMS-199283,ASN-27979,South Africa,PMO - US,Direct Drop,DDP,Truck,2014-08-27,27-Aug-14,27-Aug-14,ARV,Adult,S. BUYS WHOLESALER,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,143,2391.83,16.73,0.56,Hetero Unit III Hyderabad IN,No,2.96,2014,8,3,27
161-ZA-T30,FPQ-5303,SCMS-68720,ASN-7538,South Africa,PMO - US,Direct Drop,DDP,Air,2010-07-19,29-Jul-10,29-Jul-10,ARV,Adult,CIPLA LIMITED,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,47625,372427.5,7.82,0.26,"Cipla, Goa, India",Yes,802.95,2010,7,3,19
161-ZA-T30,FPQ-6262,SCMS-83770,ASN-10127,South Africa,PMO - US,Direct Drop,DDP,Ocean,2011-04-26,26-Apr-11,26-Apr-11,ARV,Adult,Aurobindo Pharma Limited,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,32280,146228.4,4.53,0.15,"Aurobindo Unit III, India",Yes,315.27,2011,4,2,26
101-CD-T30,FPQ-16001,SCMS-280220,ASN-32231,"Congo, DRC",PMO - US,Direct Drop,EXW,Air,2015-07-23,23-Jul-15,29-Jul-15,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,300mg,Test kit,100,137,10960.0,80.0,0.8,"Alere Medical Co., Ltd.",No,12.9,2015,7,3,23
161-ZA-T30,FPQ-5303,SCMS-68740,ASN-7725,South Africa,PMO - US,Direct Drop,DDP,Air,2010-09-01,1-Sep-10,1-Sep-10,ARV,Adult,CIPLA LIMITED,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,26991,211069.62,7.82,0.26,"Cipla, Goa, India",Yes,455.07,2010,9,3,1
116-ZA-T30,FPQ-12522,SCMS-199289,ASN-28034,South Africa,PMO - US,Direct Drop,DDP,Truck,2014-08-29,29-Aug-14,29-Aug-14,ARV,Pediatric,S. BUYS WHOLESALER,"Lamivudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",Lamivudine,Generic,10mg/ml,Oral solution,240,29,228.8,7.89,0.03,"Aurobindo Unit III, India",Yes,0.28,2014,8,3,29
116-ZA-T30,FPQ-13973,SCMS-238553,ASN-28021,South Africa,PMO - US,Direct Drop,DDP,Truck,2014-08-28,28-Aug-14,28-Aug-14,ARV,Pediatric,PHARMACY DIRECT,"Efavirenz 50mg, capsule, 30 Caps",Efavirenz,Generic,50mg,Capsule,30,39,117.24,3.01,0.1,"Aurobindo Unit III, India",Yes,0.12,2014,8,3,28
116-ZA-T30,FPQ-12522,SCMS-199289,ASN-28037,South Africa,PMO - US,Direct Drop,DDP,Truck,2014-08-29,29-Aug-14,29-Aug-14,ARV,Adult,S. BUYS WHOLESALER,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,206,4365.52,21.19,0.71,"Aurobindo Unit III, India",Yes,5.4,2014,8,3,29
161-ZA-T30,FPQ-7175,SCMS-103490,ASN-11043,South Africa,PMO - US,Direct Drop,DDP,Ocean,2011-09-02,2-Sep-11,2-Sep-11,ARV,Pediatric,Aurobindo Pharma Limited,"Efavirenz 200mg, capsule, 90 Caps",Efavirenz,Generic,200mg,Capsule,90,25000,204250.0,8.17,0.09,"Aurobindo Unit III, India",Yes,337.01,2011,9,3,2
102-SD-T30,FPQ-8261,SCMS-120460,ASN-12339,Sudan,PMO - US,Direct Drop,EXW,Air,2012-01-11,11-Jan-12,11-Jan-12,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,300mg,Test kit,20,58,1856.0,32.0,1.6,"Trinity Biotech, Plc",Yes,3.06,2012,1,1,11
116-ZA-T30,FPQ-14942,SCMS-259073,ASN-30671,South Africa,PMO - US,Direct Drop,DDP,Truck,2015-02-12,12-Feb-15,12-Feb-15,ARV,Adult,PHARMACY DIRECT,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,19,407.56,21.45,0.36,"Aurobindo Unit III, India",Yes,0.42,2015,2,1,12
108-VN-T30,FPQ-7565,SCMS-108100,ASN-11579,Vietnam,PMO - US,Direct Drop,EXW,Air,2011-08-11,11-Aug-11,11-Aug-11,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,25000,65000.0,2.6,0.04,Mylan (formerly Matrix) Nashik,Yes,107.25,2011,8,3,11
108-VN-T30,FPQ-10287,SCMS-156320,ASN-17177,Vietnam,PMO - US,Direct Drop,EXW,Air,2012-12-05,5-Dec-12,5-Dec-12,ARV,Adult,HETERO LABS LIMITED,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,14842,105081.36,7.08,0.12,Hetero Unit III Hyderabad IN,Yes,147.32,2012,12,4,5
102-BI-T30,FPQ-14713,SCMS-251510,ASN-29876,Burundi,PMO - US,Direct Drop,EXW,Air,2015-01-26,26-Jan-15,27-Jan-15,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","HIV 1/2, Stat-Pak Dipstick Assay Kit, 30 Tests","HIV 1/2, Stat-Pak Dipstick Assay Kit",Stat-Pak,300mg,Test kit,30,414,11426.4,27.6,0.92,Chembio Diagnostics Sys. Inc.,Yes,11.75,2015,1,1,26
111-MZ-T30,FPQ-10606,SCMS-162160,ASN-17088,Mozambique,PMO - US,Direct Drop,EXW,Air,2012-12-25,25-Dec-12,25-Dec-12,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Kit without Lancets, Buffer or Caplillary Tubes, 100 Tests","HIV 1/2, Determine Kit without Lancets, Buffer or Capillary Tubes, 100 Tests",Determine,300mg,Test kit,100,81,5844.15,72.15,0.72,"Alere Medical Co., Ltd.",Yes,8.19,2012,12,4,25
103-ZW-T30,FPQ-14475,SCMS-245070,ASN-27206,Zimbabwe,PMO - US,Direct Drop,EXW,Air,2014-08-20,20-Aug-14,20-Aug-14,ARV,Pediatric,STRIDES ARCOLAB LIMITED,"Efavirenz 200mg, scored tablets, 90 Tabs",Efavirenz,Generic,200mg,Tablet,90,14164,131725.2,9.3,0.1,"Strides, Bangalore, India.",Yes,135.41,2014,8,3,20
103-CM-T30,FPQ-14930,SCMS-259410,ASN-28998,Cameroon,PMO - US,Direct Drop,EXW,Air,2014-11-03,3-Nov-14,5-Nov-14,HRDT,HIV test,Orasure Technologies Inc.,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests","HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit",OraQuick,300mg,Test kit,100,30,10500.0,350.0,3.5,"Pacific Biotech, Thailand",Yes,10.79,2014,11,4,3
106-HT-T30,FPQ-13797,SCMS-233950,ASN-26826,Haiti,PMO - US,Direct Drop,EXW,Ocean,2014-10-20,20-Oct-14,24-Oct-14,ARV,Pediatric,Aurobindo Pharma Limited,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml",Nevirapine,Generic,10mg/ml,Oral suspension,240,1295,1955.45,1.51,0.01,"Aurobindo Unit III, India",Yes,2.01,2014,10,4,20
108-VN-T30,FPQ-8428,SCMS-123600,ASN-13410,Vietnam,PMO - US,Direct Drop,EXW,Air,2012-02-18,18-Feb-12,18-Feb-12,ARV,Adult,Aurobindo Pharma Limited,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,3548,14369.4,4.05,0.13,"Aurobindo Unit III, India",No,23.71,2012,2,1,18
106-HT-T30,FPQ-13797,SCMS-233981,ASN-27710,Haiti,PMO - US,Direct Drop,EXW,Ocean,2014-10-28,28-Oct-14,21-Nov-14,ARV,Adult,CIPLA LIMITED,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,16435,133123.5,8.1,0.13,"Cipla, Goa, India",Yes,136.85,2014,10,4,28
101-CD-T30,FPQ-14100,SCMS-239410,ASN-26738,"Congo, DRC",PMO - US,Direct Drop,EXW,Air,2014-09-05,5-Sep-14,16-Sep-14,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,300mg,Test kit,20,17,544.0,32.0,1.6,"Trinity Biotech, Plc",No,0.56,2014,9,3,5
106-HT-T30,FPQ-11442,SCMS-177182,ASN-19520,Haiti,PMO - US,Direct Drop,EXW,Air,2013-06-10,10-Jun-13,10-Jun-13,ARV,Pediatric,Aurobindo Pharma Limited,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml",Nevirapine,Generic,10mg/ml,Oral suspension,240,2052,3098.52,1.51,0.01,"Aurobindo Unit III, India",Yes,3.83,2013,6,2,10
